Name,Folder Path,Ingredients,Steps
Recipe_HoneyButter_Barramundi_with_Zaatar_Roasted_Vegetables,IDM232-assets\pdf\,"4 Skin-On Barramundi Fillets*½ cup Plain Greek Yogurt*1⅛ lbs Yukon Gold Potatoes*1 Tbsp Za'atar Seasoning (Ground Sumac, Sesame Seeds, Salt, Ground Thyme, Whole Dried Oregano, & Crushed Aleppo Pepper)","Remove the honey from the refrigerator to bring to room temperature. * Place an oven rack in the center of the oven, then preheat to 450°F. * Wash and dry the fresh produce. * Halve the potatoes lengthwise; cut crosswise into 1/4-inch pieces. * Peel the carrots; halve lengthwise, then cut crosswise into 1/2-inch pieces. * Cut off and discard the ends of the radishes; quarter lengthwise, then halve crosswise. * Quarter and deseed the lemon. * Peel and finely chop the garlic; using the flat side of your knife, smash until it resembles a paste (or use a zester). * Roughly chop the parsley leaves and stems. * Place the sliced potatoes and carrot pieces on a sheet pan. * Drizzle with 1 tablespoon of olive oil; season with salt, pepper, and the za’atar seasoning. * Toss to coat and arrange in an even layer on one side of the sheet pan. * Roast 12 to 14 minutes, or until lightly browned. * Leaving the oven on, remove the pan from the oven. * Place the radish pieces in a bowl. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Carefully arrange on the other side of the sheet pan. * Roast 10 to 12 minutes, or until tender when pierced with a fork. * Remove from the oven. * Evenly top the roasted vegetables with the juice of 2 lemon wedges. * While the vegetables roast, in a bowl, combine the yogurt, the juice of the remaining lemon wedges, 1 tablespoon of olive oil, and as much of the garlic paste as desired to make the yogurt sauce. * Drizzle with olive oil and season with salt and pepper to taste. * Once the vegetables have roasted for about 10 minutes, pat the fish fillets dry with paper towels; season with salt and pepper on both sides. * In a large pan (nonstick, if available), heat 1 tablespoon of olive oil on medium-high until hot. * Add the seasoned fillets, skin side down. * Cook 4 to 6 minutes on the first side, or until lightly browned. * Flip and add the butter. * Cook, frequently spooning the butter over the fillets, 2 to 3 minutes, or until the fish is cooked through. * Leaving the melted butter and any browned bits (or fond) in the pan, transfer the cooked fillets to a plate. * Add the honey (kneading the packet before opening) and 2 tablespoons of water to the pan of melted butter (be careful, as the liquid may splatter). * Cook on medium-high, stirring frequently and scraping up any fond, 30 seconds to 1 minute, or until slightly thickened to make the pan sauce. * Turn off the heat and season with salt and pepper to taste. * Serve the cooked fish fillets and roasted vegetables with the yogurt sauce on the side. * Top the fish with the pan sauce. * Garnish with the chopped parsley. * Enjoy."
"Recipe_Kale_Ricotta_Quiche_with_Romaine,_Apple,_Almond_Salad",IDM232-assets\pdf\,"4 Cage-Free Farm Eggs*1 cup Part-Skim Ricotta Cheese*1 Romaine Lettuce Heart*2 Tbsps Sliced Roasted Almonds*1 Tbsp Cajun Spice Blend (Smoked Paprika, Ground Yellow Mustard, Onion Powder, Garlic Powder, Whole Dried Oregano, Whole Dried Thyme, & Cayenne Pepper)*2 Tbsps Crème Fraîche","Preheat the oven to 425°F. * Wash and dry the fresh produce. * Peel and roughly chop the garlic. * Peel and thinly slice the shallot. * Remove and discard the stems of the kale; roughly chop the leaves. * Quarter and deseed the lemon. * In a large pan, heat 2 teaspoons of olive oil on medium-high until hot. * Add the chopped garlic and sliced shallot; season with salt and pepper. * Cook, stirring occasionally, 1 to 2 minutes, or until softened and fragrant. * Add the chopped kale, heavy cream (shaking the bottle just before opening), and 1/4 cup of water; season with salt and pepper. * Cook, stirring occasionally, 4 to 5 minutes, or until the kale has wilted and most of the liquid has cooked off. * Turn off the heat. * Season with salt and pepper to taste. * Crack the eggs into a large bowl. * Add the ricotta cheese, the juice of 1 lemon wedge, and the spice blend; season with salt and pepper. * Whisk to thoroughly combine. * Stir in the cooked kale. * Place the pie crust on a sheet pan, leaving it in its tin. * Carefully pour the filling into the crust; season with salt and pepper. * Bake 24 to 26 minutes, or until the crust is browned and the filling is set and cooked through. * Remove from the oven. * Let stand for at least 5 minutes before serving. * While the quiche bakes, quarter and core the apple; thinly slice lengthwise. * Place the apple in a bowl and top with the juice of 1 lemon wedge to prevent browning. * Cut off and discard the root end of the lettuce; roughly chop the leaves. * To make the dressing, in a large bowl, combine the crème fraîche, the juice of the remaining lemon wedges, and a drizzle of olive oil. * Season with salt and pepper to taste. * Just before serving, add the sliced apple and chopped lettuce to the bowl of dressing. * Toss to combine; season with salt and pepper to taste. * Serve the baked quiche with the salad on the side. * Garnish the salad with the almonds. * Enjoy."
Recipe_MexicanSpiced_Barramundi_with_Kale_Sweet_Potato_Avocado_Salad,IDM232-assets\pdf\,10 ounce Barramundi*2 teaspoons Honey*2 unit Scallions*1.5 tablespoon Sour Cream*1 unit Lime*1 teaspoon Chili Powder* 1/4 ounce Cilantro* 1 unit Corn* 2 tablespoons Mayonnaise*1/2 cup Feta Cheese,"Wash and dry produce. * Drain and rinse corn; thoroughly pat dry with paper towels. Thinly slice scallions, separating whites from greens. Roughly chop cilantro. Zest and quarter lime. * Heat a large dry, preferably nonstick, pan over high heat. Add corn and a big pinch of sugar; cook, stirring occasionally, until lightly charred, 4–6 minutes. (TIP: Cover pan if corn begins to pop.) Turn off heat; transfer to a medium bowl. Wash out pan. * Stir scallion whites, mayonnaise, sour cream, feta, half the cilantro, juice from half the lime, salt, pepper, and as much chili powder as you like (save some for Step 3) into bowl with charred corn. Transfer to freezer to quickly cool. TIP: If you’re low on freezer space, transfer corn salad to a shallow bowl and spread out, then refrigerate for quick cooling! * In a small bowl, combine scallion greens, lime zest, half the honey, remaining cilantro, 1 1⁄2 TBSP olive oil, juice from one lime wedge, salt, and pepper (all the honey, 3 TBSP olive oil, and juice from two lime wedges for 4 servings). Stir vigorously with a spoon until scallions and cilantro have wilted, 30–45 seconds. * Pat barramundi dry with paper towels. Season generously with salt, pepper, and as much remaining chili powder as you like. * Heat a drizzle of oil in pan used for corn over medium-high heat. Add barramundi, skin sides down, and cook until skin is crispy, 4–5 minutes. * Flip and cook until barramundi is opaque and cooked through, 2–3 minutes more. * Divide esquites-style salad between plates. Top with barramundi. Drizzle cilantro-lime oil over barramundi or serve on the side for dipping. Serve."
Recipe_Mushroom_Potato_Tacos_with_Romaine_Orange_Salad,IDM232-assets\pdf\,4 Flour Tortillas*3 oz Radishes*1 Orange*¾ lb Yukon Gold Potatoes*6 oz Cremini Mushrooms*1 Shallot*3 Tbsps Roasted Peanuts*¼ cup Sour Cream*1 oz Sliced Pickled Jalapeño Pepper*1 oz Golden Or Red Sweet Piquante Peppers*1 Tbsp Spanish Spice Blend*1 Romaine Lettuce Heart*2 Tbsps Rice Vinegar," Preheat the oven to 450°F. * Wash and dry the fresh produce. * Quarter the mushrooms. * Quarter the potatoes lengthwise, then cut crosswise into 1/2-inch pieces. * Place the vegetables on a sheet pan. * Drizzle with olive oil and season with salt, pepper, and 3/4 of the spice blend; toss to coat. * Arrange in an even layer. * Roast 21 to 23 minutes, or until browned and tender when pierced with a fork. * Remove from the oven. * While the vegetables roast, roughly chop the piquante peppers. * Peel and small dice the shallot. * Cut off and discard the root end of the lettuce; roughly chop the leaves. * Peel and medium dice the orange. * Cut off and discard the ends of the radishes; halve lengthwise, then thinly slice crosswise. * Roughly chop the jalapeño pepper. * Thoroughly wash your hands and cutting board immediately after handling the pepper. * In a bowl, combine the sour cream, a drizzle of olive oil, and as much of the remaining spice blend as desired (you may have extra) to make the seasoned sour cream. * Season the sour cream with salt and pepper to taste. * While the vegetables continue to roast, place the tortillas on a large piece of aluminum foil. * Tightly wrap to seal. * Place directly onto the oven rack and warm 5 to 7 minutes, or until heated through and pliable. * Transfer to a work surface and carefully unwrap. * While the tortillas warm, in a medium bowl, combine the chopped piquante peppers, diced shallot, half the vinegar, and as much of the chopped jalapeño pepper as desired, depending on desired spiciness, to make the pepper relish. * Drizzle the pepper relish with olive oil and season with salt and pepper to taste. * While the tortillas continue to warm, in a medium bowl, combine the chopped lettuce, diced orange, sliced radishes, peanuts, and remaining vinegar to make the salad. * Drizzle the salad with olive oil and season with salt and pepper to taste. * Spread a layer of the seasoned sour cream onto the warmed tortillas. * Top with the roasted vegetables and pepper relish. * Serve the tacos with the salad on the side. * Enjoy."
Recipe_ParmesanCrusted_Chicken_with_Mashed_Sweet_Potatoes_Roasted_Broccoli,IDM232-assets\pdf\,"4 Boneless, Skinless Chicken Breasts*¼ cup*All-Purpose Flour*½ cup Grated Parmesan Cheese*1 Tbsp Weeknight Hero Spice Blend (Garlic Powder, Onion Powder, Smoked Paprika, & Whole Dried Parsley)","Place an oven rack in the center of the oven, then preheat to 450°F. * Heat a medium pot of salted water to boiling on high. * Wash and dry the fresh produce. * Cut off and discard the bottom 1/2 inch of the broccoli stem; cut the broccoli into small pieces, keeping the florets intact. * Quarter and deseed the lemon. * Peel and medium dice the sweet potatoes. * Place the broccoli pieces on a sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer. * Roast 16 to 18 minutes, or until browned and tender when pierced with a fork. * Remove from the oven. * Evenly top the broccoli with the juice of 2 lemon wedges. * While the broccoli roasts, add the diced sweet potatoes to the pot of boiling water. * Cook 14 to 16 minutes, or until tender when pierced with a fork. * Turn off the heat. * Drain thoroughly and return the potatoes to the pot. * Add the butter and a drizzle of olive oil. * Using a fork, mash to your desired consistency; season with salt and pepper to taste. * Cover to keep warm. * While the sweet potatoes cook, on a large plate, combine the flour, half the cheese, and all but a pinch of the spice blend; season with salt and pepper. * Pat the chicken dry with paper towels; season with salt and pepper on both sides. * Working one piece at a time, thoroughly coat the seasoned chicken in the flour mixture (tapping off any excess). * Transfer the chicken to a separate plate. * While the sweet potatoes continue to cook, in a large pan (nonstick, if available), heat 2 teaspoons of olive oil on medium-high until hot. * Add the coated chicken and cook 5 to 7 minutes per side, or until golden brown and cooked through. * Turn off the heat. * While the chicken cooks, in a bowl, combine the mayonnaise, remaining spice blend, and the juice of the remaining lemon wedges to make the sauce. * Season with salt and pepper to taste. * Serve the cooked chicken, roasted broccoli, and mashed sweet potatoes with the sauce on the side. * Garnish the chicken with the remaining cheese. * Enjoy."
Recipe_Pimento_Cheeseburgers_with_Sweet_Potato_Oven_Fries,IDM232-assets\pdf\,"2 Potato Buns*1 Sweet Potato*2 oz Cheddar Cheese*1 oz Sweet*Piquante Peppers*2 Tbsps Mayonnaise*1 tsp Pimento Cheese Spice Blend (Garlic Powder, Ground Yellow Mustard, & Sugar)"," Place an oven rack in the center of the oven, then preheat to 450°F. * Wash and dry the fresh produce. * Cut the sweet potato lengthwise into 1-inch wedges. * Transfer the sweet potato to a sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer, skin side down. * Roast 21 to 23 minutes, or until browned and tender when pierced with a fork. * Set aside in a warm place. * While the sweet potato roasts, grate the cheese on the large side of a box grater. * Place the grated cheese in a medium bowl. * Finely chop the peppers. * Halve the buns. * Add the mayonnaise, spice blend, and peppers to the bowl of cheese. * Stir to thoroughly combine; season with salt and pepper to taste to make the pimento cheese. * While the sweet potato continues to roast, place the ground beef in a bowl; season with salt and pepper. * Gently mix to incorporate. * Using your hands, form the mixture into two ¾-inch-thick patties. * Transfer to a plate. * In a medium pan (nonstick, if available), heat 1 teaspoon of olive oil on medium-high until hot. * Add the patties and cook 3 to 4 minutes per side for medium-rare, or until browned and cooked to your desired degree of doneness. * Leaving any browned bits (or fond) in the pan, transfer the patties to a plate. * While the sweet potato continues to roast, add the buns, cut side down, to the pan of reserved fond. * Toast on medium-high 30 seconds to 1 minute, or until lightly browned. * Transfer the buns to a work surface. * Spread a layer of the pimento cheese onto the toasted buns. * Top with the cooked patties and remaining pimento cheese. * Complete the burgers with the bun tops. * Divide the burgers and roasted sweet potato between 2 dishes. * Enjoy."
Recipe_Pork_Chorizo_Tacos_with_Cheesy_Roasted_Potatoes,IDM232-assets\pdf\,¾ lb Yukon Gold Potatoes*10 oz Ground Pork Chorizo*2 Tbsps Crème Fraîche*2 Tbsps Grated Cotija Cheese," Preheat the oven to 450°F. * Wash and dry the fresh produce. * Halve the potatoes lengthwise, then cut crosswise into 1/4-inch pieces. * Place the potatoes on a sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer. * Roast 22 to 24 minutes, or until browned and tender when pierced with a fork. * Carefully transfer the potatoes to a large bowl. * While the potatoes roast, cut out and discard the core of the cabbage; thinly slice the leaves. * Halve the orange; squeeze the juice into a bowl, straining out any seeds. * Cut off and discard the ends of the radishes; halve lengthwise, then thinly slice crosswise. * Peel and finely chop the garlic; using the flat side of your knife, smash until it resembles a paste (or use a zester). * Quarter the lime. * In a bowl, combine the crème fraîche and the juice of 1 lime wedge to make the lime crème fraîche. * Drizzle the lime crème fraîche with olive oil and season with salt and pepper to taste. * While the potatoes continue to roast, in a medium pan, heat 2 teaspoons of olive oil on medium-high until hot. * Add the ground chorizo; season with salt and pepper. * Cook, frequently breaking the meat apart with a spoon, 3 to 5 minutes, or until browned. * Add the sliced cabbage; season with salt and pepper. * Cook, stirring occasionally, 2 to 3 minutes, or until slightly softened. * Add the orange juice and 1/2 cup of water; season with salt and pepper. * Cook, stirring occasionally, 6 to 7 minutes, or until the cabbage has softened and the chorizo is cooked through. * Turn off the heat and stir in the juice of 2 lime wedges; season with salt and pepper to taste. * While the filling cooks, place the tortillas on a large piece of aluminum foil and tightly wrap to seal. * Place directly onto the oven rack and warm 5 to 7 minutes, or until heated through and pliable. * Transfer to a work surface and carefully unwrap. * While the tortillas warm, in a bowl, combine the sliced radishes and the juice of the remaining lime wedge. * Drizzle with olive oil and season with salt and pepper. * While the tortillas continue to warm, add the cheese and as much of the garlic paste as desired to the bowl of roasted potatoes. * Stir to coat; season with salt and pepper to taste. * Divide the filling, seasoned radishes, and lime crème fraîche among the warmed tortillas. * Serve the tacos with the finished potatoes on the side. * Enjoy."
Recipe_Roasted_Broccoli_Fregola_Sarda_Salad_with_HardBoiled_Eggs_Tahini_Dressing,IDM232-assets\pdf\,"2 Cage-Free Farm Eggs * ½ cup Fregola Sarda Pasta * 1 clove Garlic * 1 lb Broccoli * 1 Red Onion * 1 bunch Mint * 2 Tbsps Tahini * 1 oz Pecorino Romano Cheese * 1 Tbsp Za'atar Seasoning (Ground Sumac, Sesame Seeds, Salt, Ground Thyme, Whole Dried Oregano, & Crushed Aleppo Pepper) * 3 Tbsps Roasted Almonds * 1 Lemon"," Place an oven rack in the center of the oven, then preheat to 450°F. * Heat a medium pot of salted water to boiling on high. * Heat a small pot of water to boiling on high. * Wash and dry the fresh produce. * Cut off and discard the bottom 1/2 inch of the broccoli stem; cut the broccoli into small pieces, keeping the florets intact. * Peel and thinly slice the onion. * Place the vegetables on a sheet pan. * Drizzle with olive oil and season with salt, pepper, and the za’atar seasoning; toss to coat. * Arrange in an even layer. * Roast 20 to 22 minutes, or until browned and tender when pierced with a fork. * Remove from the oven. * While the vegetables roast, quarter and deseed the lemon. * Peel and finely chop the garlic; using the flat side of your knife, smash until it resembles a paste (or use a zester). * Roughly chop the almonds. * Using a fork, crumble the cheese into small pieces. * Pick the mint leaves off the stems; discard the stems. * While the vegetables continue to roast, add the pasta to the medium pot of boiling water and cook 14 to 16 minutes, or until tender. * Turn off the heat. * Drain thoroughly and return to the pot. * Carefully add the eggs to the small pot of boiling water and cook for exactly 9 minutes. * Drain and rinse the eggs under cold water for 30 seconds to 1 minute to stop the cooking process. * When cool enough to handle, carefully peel the cooked eggs. * Transfer the eggs to a cutting board and thinly slice into rounds; season with salt and pepper. * While the eggs cook, in a bowl, whisk together the tahini, the juice of all 4 lemon wedges, 2 tablespoons of water, and as much of the garlic paste as desired. * Slowly whisk in 2 tablespoons of olive oil until well combined; season with salt and pepper to taste. * Add the roasted vegetables, chopped almonds, crumbled cheese, dressing, and a drizzle of olive oil to the pot of cooked pasta. * Stir to combine; season with salt and pepper to taste. * Serve the finished salad topped with the seasoned eggs and a drizzle of olive oil. * Garnish with the mint leaves (tearing just before adding). * Enjoy"
Recipe_Roasted_Brussels_Sprout_Freekeh_Salad_with_Lemon_Yogurt_Barrel-Aged_Feta,IDM232-assets\pdf\,⅔ cup Cracked Freekeh*½ cup Sheep's Milk Yogurt*2 Carrots*2 cloves Garlic*1 Lemon*1 bunch Mint*2 Dried Medjool Dates*2 Tbsps Pickled Peruvian Peppers*1¾ oz Barrel-Aged Feta Cheese*2 Tbsps Roasted Almonds¼ tsp Crushed Red Pepper Flakes*¾ lb Brussels Sprouts,"Place an oven rack in the center of the oven, then preheat to 450°F. * Heat a medium pot of salted water to boiling on high. * Line a sheet pan with aluminum foil. * Wash and dry the fresh produce. * Cut off and discard the stem ends of the Brussels sprouts; halve lengthwise. * Peel the carrots; halve lengthwise, then cut crosswise into 1-inch pieces. * Place the vegetables on the sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer. * Roast 14 to 16 minutes, or until browned and tender when pierced with a fork. * Remove from the oven. * While the vegetables roast, peel 1 garlic clove; using the flat side of your knife, gently smash to flatten. * Add the smashed garlic and freekeh to the pot of boiling water. * Cook, uncovered, 20 to 22 minutes, or until tender. * Turn off the heat. * Drain thoroughly and return to the pot. * While the freekeh cooks, using a peeler, remove the yellow rind of the lemon, avoiding the white pith; mince the rind to get 2 teaspoons of zest (or use a zester). * Quarter and deseed the lemon. * Peel and finely chop the remaining garlic clove; using the flat side of your knife, smash until it resembles a paste (or use a zester). * Roughly chop the almonds. * Pit and roughly chop the dates. * Pick the mint leaves off the stems; discard the stems. * While the freekeh continues to cook, in a bowl, combine the yogurt, lemon zest, the juice of 1 lemon wedge, and as much of the garlic paste as desired to make the lemon yogurt. * Drizzle the lemon yogurt with olive oil and season with salt and pepper to taste. * To the pot of cooked freekeh, add the peppers, chopped almonds and dates, roasted vegetables, the juice of the remaining lemon wedges, half the mint leaves (tearing just before adding), and as much of the red pepper flakes as desired. * Drizzle with olive oil and stir to combine. * Season with salt and pepper to taste. * Serve the finished salad with the lemon yogurt on the side. * Garnish the salad with the cheese (crumbling before adding), remaining mint leaves (tearing just before adding), and a drizzle of olive oil. * Enjoy."
Recipe_Roasted_Cauliflower_Salad_with_Caper_Brown_Butter_Parmesan_Breadcrumbs,IDM232-assets\pdf\, 2 Cage-Free Farm Eggs*2 cloves Garlic*1 head Cauliflower*1 Lemon*2 Tbsps Butter*1 Shallot*1 Tbsp Capers*3 Tbsps Panko Breadcrumbs*¼ cup Grated Parmesan Cheese,"Place an oven rack in the center of the oven, then preheat to 450°F. * Heat a small pot of water to boiling on high. * Wash and dry the fresh produce. * Cut out and discard the core of the cauliflower; cut into small pieces. * Place the cauliflower on a sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer. * Roast 22 to 24 minutes, or until lightly browned and tender when pierced with a fork. * Carefully transfer the cauliflower to a large bowl. * While the cauliflower roasts, peel and thinly slice the shallot. * Peel and roughly chop the garlic. * Remove and discard the stems of the kale; roughly chop the kale. * Using a peeler, remove the yellow rind of the lemon, avoiding the white pith; mince the rind to get 2 teaspoons of zest (or use a zester). * Quarter and deseed the lemon. * While the cauliflower continues to roast, carefully add the eggs to the pot of boiling water and cook for exactly 7 minutes. * Drain and rinse the eggs under cold water for 30 seconds to 1 minute to stop the cooking process. * When cool enough to handle, carefully peel the cooked eggs. * While the eggs cook, in a medium pan (nonstick, if available), heat 2 teaspoons of olive oil on medium-high until hot. * Add the breadcrumbs; season with salt and pepper. * Toast, stirring frequently, 2 to 4 minutes, or until lightly browned. * Transfer the breadcrumbs to a bowl and stir in the cheese; season with salt and pepper to taste. * Wipe out the pan. * In the same pan, heat 1 tablespoon of olive oil on medium-high until hot. * Add the sliced shallot and chopped garlic; season with salt and pepper. * Cook, stirring frequently, 1 to 2 minutes, or until softened. * Add the chopped kale and ¼ cup of water; season with salt and pepper. * Cook, stirring occasionally, 3 to 4 minutes, or until the kale has wilted and the water has cooked off. * Turn off the heat. * Stir in the lemon zest. * Transfer the kale mixture to the bowl of roasted cauliflower. * Gently stir to combine; season with salt and pepper to taste. * Wipe out the pan. * In the same pan, heat the butter on medium-high until melted. * Cook, stirring frequently and swirling the pan, 1 to 2 minutes, or until browned and nuttily fragrant. * (Be careful not to overcook, as the butter can burn easily). * Turn off the heat. * Stir in the capers and the juice of all 4 lemon wedges; season with salt and pepper to taste. * Top the finished cauliflower and kale with the brown butter, parmesan breadcrumbs, and peeled eggs. * Season the eggs with salt and pepper. * Enjoy"
Recipe_Roasted_Chicken_Fall_Vegetables_with_Cranberry_Ginger_Compote,IDM232-assets\pdf\,1 lb Sweet Potatoes*4 oz Cranberries*½ lb Brussels Sprouts*2 Tbsps Apple Cider Vinegar*2 Tbsps Sugar1 1-Inch Piece Ginger,": Preheat the oven to 450°F. * Line a sheet pan with aluminum foil. * Pat the chicken dry with paper towels and place on the foil. * Season the chicken on both sides with salt, pepper, and the spice blend. * Drizzle with olive oil and turn to coat; arrange skin side up. * Roast 36 to 38 minutes, or until browned and cooked through (internal temperature should register 165ºF). * Reserving any drippings on the sheet pan, transfer the chicken to a cutting board and let rest for at least 5 minutes. * While the chicken roasts, wash and dry the fresh produce. * Medium dice the sweet potatoes. * Cut off and discard the ends of the Brussels sprouts; halve lengthwise. * While the chicken continues to roast, place the sweet potatoes and Brussels sprouts on a separate sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer. * Roast, stirring halfway through, 24 to 26 minutes, or until lightly browned and tender when pierced with a fork. * Remove the vegetables from the oven and top with the vinegar; carefully stir to coat. * Set aside in a warm place. * While the vegetables roast, peel and finely chop the ginger. * Roughly chop the walnuts. * While the vegetables continue to roast, in a small saucepan, combine the cranberries, sugar, ginger, and 1/4 cup of water; season with salt and pepper. * Heat to boiling on high. * Once boiling, reduce the heat to medium-high. * Cook, stirring occasionally, 4 to 6 minutes, or until thickened and the cranberries are mostly broken down; season with salt and pepper to taste to make the compote. * Transfer the compote to a serving dish. * Using a sharp, sturdy knife, cut along the leg of the rested chicken to separate the thigh and breast. * Cut the breast in half crosswise through the bone (keeping the wing intact). * Cut through the joint connecting the drumstick to the thigh. * Divide the carved chicken and finished vegetables among 4 dishes. * Top with any reserved drippings. * Garnish with the walnuts. * Serve the compote on the side*Enjoy"
"Recipe_Roasted_Pork_Broccoli_with_Apple,_Cheese_Sauce,_Garlic_Breadcrumbs",IDM232-assets\pdf\,"3 Tbsps Panko Breadcrumbs*2 Tbsps All-Purpose Flour*1 Tbsp Apple Cider Vinegar*1 Tbsp Southern Spice Blend (Onion Powder, Garlic Powder, Ground Yellow Mustard, Smoked Paprika, & Cayenne Pepper)","Place an oven rack in the center of the oven, then preheat to 450°F. * Line a sheet pan with aluminum foil. * Wash and dry the fresh produce. * Cut off and discard the bottom 1/2 inch of the broccoli stem; cut the broccoli into large pieces, keeping the florets intact. * Place the broccoli on the sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer on one side of the sheet pan. * Pat the pork dry with paper towels; season on all sides with salt, pepper, and the spice blend. * Place the pork on the other side of the sheet pan. * Drizzle the pork with olive oil; turn to coat. * Roast, rotating the sheet pan halfway through, 26 to 28 minutes, or until the broccoli is browned and the pork is cooked through (internal temperature should register 145°F). * Remove from the oven. * Transfer the roasted pork to a cutting board and let rest for at least 5 minutes. * While the pork and broccoli roast, peel and finely chop the garlic; using the side of your knife, smash until it resembles a paste (or use a zester). * Core and medium dice the apple. * Small dice the cheese. * While the pork and broccoli continue to roast, in a medium pan, heat a drizzle of olive oil on medium-high until hot. * Add the breadcrumbs and half the garlic paste. * Cook, stirring constantly, 2 to 3 minutes, or until golden brown. * Transfer the breadcrumbs to a plate; immediately season with salt and pepper. * Wipe out the pan. * While the pork and broccoli continue to roast, in the same pan, heat a drizzle of olive oil on medium-high until hot. * Add the diced apple; season with salt and pepper. * Cook, stirring occasionally, 3 to 5 minutes, or until slightly softened. * Add the vinegar and cook, stirring constantly, 30 seconds to 1 minute, or until the liquid has cooked off. * Transfer the apple to a bowl; season with salt and pepper to taste. * Cover the apple with aluminum foil to keep warm. * Rinse and wipe out the pan. * While the pork rests, in the same pan, heat 1 ½ tablespoons of olive oil on medium-high until hot. * Add the flour and remaining garlic paste; season with salt and pepper. * Cook, stirring constantly, 30 seconds to 1 minute, or until lightly browned and fragrant. * Add the milk and 1/2 cup of water; season with salt and pepper. * Cook, whisking frequently, 2 to 3 minutes, or until thickened. * Add the diced cheese; season with salt and pepper. * Cook, whisking constantly, 1 to 2 minutes, or until the cheese has melted. * Turn off the heat and season with salt and pepper to taste to make the cheese sauce. * Find the lines of muscle (or grain) on the rested pork; thinly slice crosswise against the grain. * Serve the sliced pork with the roasted broccoli and cheese sauce. * Top the pork with the cooked apple and garlic breadcrumbs. * Enjoy."
Recipe_Roasted_Red_Pepper_Pasta_with_LemonParmesan_Broccoli,IDM232-assets\pdf\,"6 oz Whole Grain Pipe Rigate Pasta*2 oz Roasted Piquillo Peppers*2 Tbsps Grated Parmesan Cheese*2 Tbsps Sliced Roasted Almonds*1½ tsps Calabrian Chile Paste
","Place an oven rack in the center of the oven, then preheat to 450°F. * Heat a large pot of salted water to boiling on high. * Wash and dry the fresh produce. * Quarter and deseed the lemon. * Cut off and discard the bottom 1/2 inch of the broccoli stem; cut the broccoli into small pieces, keeping the florets intact. * Place the broccoli on a sheet pan. * Drizzle with olive oil and season with salt and pepper; toss to coat. * Arrange in an even layer. * Roast 16 to 18 minutes, or until browned and tender when pierced with a fork. * Remove from the oven. * Evenly top the roasted broccoli with the juice of 2 lemon wedges. * While the broccoli roasts, add the pasta to the pot of boiling water and cook 8 to 10 minutes, or until al dente. * Reserving ½ cup of the pasta cooking water, drain thoroughly. * While the pasta continues to cook, in a medium pan, heat 2 teaspoons of olive oil on medium-high until hot. * Add the capers and chopped garlic and peppers; season with salt and pepper. * Cook, stirring frequently, 2 to 3 minutes, or until lightly browned. * Add the tomato paste and as much of the chile paste as desired. * Cook, stirring constantly, 1 to 2 minutes, or until dark red and fragrant. * Turn off the heat. * Add the heavy cream (shaking the bottle just before opening) and 1/4 cup of water. * Stir to combine; season with salt and pepper to taste to make the sauce. * To the pan of sauce, add the cooked pasta, butter, and half the reserved pasta cooking water. * Cook on medium-high, stirring vigorously, 30 seconds to 1 minute, or until the pasta is thoroughly coated. * (If the sauce seems dry, gradually add the remaining pasta cooking water to achieve desired consistency). * Turn off the heat and season with salt and pepper to taste. * Serve the finished pasta with the roasted broccoli and remaining lemon wedges on the side. * Garnish the pasta with the almonds and half the cheese. * Garnish the broccoli with the remaining cheese. * Enjoy."
